;Identifiant;ft_2_categ;EXPO;ft_4_categ;ft_5_categ;ft_6_categ;ft_7_categ;ft_8_categ;ft_9_categ;ft_10_categ;ft_11_categ;ft_12_categ;ft_13_categ;ft_14_categ;ft_15_categ;ft_16_categ;ft_17_categ;ft_18_categ;ft_19_categ;superficief;ft_21_categ;ft_23_categ;ft_24_categ;Insee;ft_22_categ_c;target
3101;9574;2013;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;600.0;2;0.0;0;13205;1960.0;0
3102;13524;2013;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1000.0;1;0.0;0;05085;1988.0;0
3103;12004;2014;1.0;0;V;N;2;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;5000.0;3;0.6;10;2A004;1970.0;0
3104;11172;2012;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;920.0;1;0.0;0;58194;1980.0;0
3105;18579;2013;1.0;1;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;1;1262.0;1;0.6;3;05061;2006.0;0
3106;15835;2014;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;865.0;2;0.0;6;13206;1960.0;0
3107;19458;2014;0.745205479;0;V;N;2;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;1130.0;2;0.6;3;51454;2013.0;0
3108;677;2012;1.0;1;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;793.0;4;0.0;0;75117;1965.1201847262896;0
3109;10379;2016;0.24863388;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1550.0;2;0.0;0;76259;1965.1201847262896;0
3110;11314;2013;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;pi;2;6200.0;2;0.0;5;29232;1960.0;1
3111;18217;2013;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;4500.0;4;0.0;7;06083;2011.0;0
3112;6701;2016;0.99726776;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;2857.0;4;0.0;7;06083;1950.0;1
3113;14832;2016;0.99726776;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1960.0;2;0.0;0;59426;1988.0;1
3114;15437;2015;1.0;1;V;N;2;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;effpi;2;2110.0;4;0.0;7;06088;2004.0;1
3115;562;2012;1.0;1;V;V;V;V;V;V;V;V;V;V;V;V;V;base;2;300.0;3;0.0;0;94002;1965.1201847262896;0
3116;4218;2014;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;857.0;3;0.0;0;94080;1965.1201847262896;0
3117;5521;2015;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;1600.0;2;0.3;5;62826;1988.0;0
3118;3282;2014;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;673.0;2;0.0;0;63113;1960.0;0
3119;15763;2013;0.495890411;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;1;380.0;1;0.3;3;91577;1900.0;0
3120;19769;2016;0.99726776;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;effpi;2;950.0;2;0.0;3;83119;1970.0;0
3121;1546;2012;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1100.0;1;0.0;0;36044;1980.0;0
3122;5188;2014;0.797260274;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;3873.0;4;0.0;0;06083;1988.0;0
3123;7249;2013;1.0;0;V;N;2;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;pi;2;2100.0;2;0.0;4;38421;1989.0;0
3124;4373;2013;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;5300.0;1;0.0;0;84007;1980.0;0
3125;15540;2013;1.0;1;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;effpi;2;3068.0;3;0.0;5;92035;2009.0;1
3126;11287;2013;0.495890411;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2150.0;2;0.0;0;13210;1988.0;0
3127;15787;2014;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;2015.0;2;0.0;3;64102;2009.0;0
3128;11787;2014;0.915068493;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;725.0;2;0.0;0;13201;1960.0;0
3129;14081;2012;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;380.0;4;0.0;0;75116;1960.0;0
3130;10474;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;3320.0;2;0.0;0;83009;1980.0;0
3131;377;2016;0.99726776;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1566.0;1;0.0;0;36046;1960.0;1
3132;8593;2015;0.495890411;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;3342.0;4;0.0;0;06123;1965.1201847262896;0
3133;9510;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2300.0;2;0.0;0;42218;1960.0;1
3134;2769;2014;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;990.0;2;0.3;5;62826;1960.0;0
3135;76;2013;0.575342466;1;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;3000.0;4;0.0;0;06088;1980.0;1
3136;6080;2013;0.871232877;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2166.0;2;0.0;0;21231;1980.0;1
3137;18787;2016;0.99726776;1;V;N;2;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;pi;2;1650.0;2;0.0;6;65017;1978.0;0
3138;293;2014;0.167123288;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;5000.0;2;0.0;0;21231;1980.0;0
3139;9104;2012;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1200.0;3;0.0;0;59599;1965.1201847262896;0
3140;4953;2012;0.31147541;1;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1252.0;4;0.0;0;75114;1965.1201847262896;0
3141;16808;2013;1.0;1;V;N;2;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;3754.0;3;0.0;6;33281;1960.0;0
3142;3907;2014;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;629.0;1;0.0;0;91174;1960.0;1
3143;2861;2015;0.997260274;1;V;N;1;O;1;O;N;N;O;O;AUTRE;IDENTIQUE;V;effpi;2;820.0;4;0.0;4;06088;1920.0;0
3144;12456;2012;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;510.0;2;0.0;0;44109;1980.0;0
3145;15932;2013;1.0;1;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;effpi;2;800.0;2;0.3;3;34108;1988.0;1
3146;8761;2015;0.983561644;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;936.0;4;0.0;0;06088;1965.1201847262896;1
3147;3936;2013;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;800.0;2;0.0;0;34172;1960.0;1
3148;1257;2016;0.99726776;0;V;V;V;V;V;V;V;V;V;V;V;V;V;base;2;600.0;3;0.0;0;92050;1965.1201847262896;0
3149;10769;2013;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;340.0;3;0.0;0;94052;1960.0;1
3150;2802;2013;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2461.0;2;0.0;0;68278;1980.0;1
3151;14636;2013;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;1;400.0;3;0.0;0;33063;1960.0;0
3152;15120;2014;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;800.0;2;0.0;0;59482;1988.0;1
3153;7376;2016;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;800.0;2;0.0;0;51454;1960.0;0
3154;13461;2015;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;450.0;3;0.0;0;92035;1960.0;0
3155;451;2013;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1200.0;1;0.0;0;86194;1988.0;0
3156;7216;2012;1.0;1;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;2900.0;2;0.0;6;57672;1980.0;0
3157;5950;2014;0.169863014;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1405.0;1;0.0;0;87085;1980.0;0
3158;4099;2013;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;4567.0;1;0.0;0;07010;1980.0;1
3159;5372;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2440.0;1;0.0;0;81004;1960.0;1
3160;15956;2012;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;615.0;1;0.0;3;13039;2010.0;0
3161;19873;2016;0.99726776;1;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;eff;2;907.0;2;0.0;2;42218;1957.0;0
3162;5080;2012;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;760.0;2;0.0;0;13204;1960.0;0
3163;18397;2012;1.0;0;V;N;2;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;6600.0;2;0.0;4;78423;2005.0;1
3164;14144;2016;1.0;0;V;N;2;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;820.0;1;0.6;5;16015;1957.0;0
3165;7196;2015;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;940.0;2;0.0;0;38169;1960.0;0
3166;10237;2015;1.0;0;V;N;2;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;pi;1;1235.0;1;0.6;4;59183;1950.0;1
3167;11350;2016;1.0;1;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;effpi;2;600.0;4;2.0;7;75117;2006.0;0
3168;6309;2016;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;720.0;1;0.0;0;21575;1960.0;0
3169;17218;2013;1.0;1;V;N;1;O;1;O;N;O;N;N;AUTRE;IDENTIQUE;V;base;1;700.0;4;0.3;3;06163;1900.0;0
3170;3689;2014;0.15890411;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2738.0;2;0.0;0;26362;1965.1201847262896;0
3171;18052;2012;1.0;1;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;effpi;2;765.0;4;0.0;4;75117;1930.0;0
3172;10217;2016;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;850.0;2;0.0;0;70550;1980.0;0
3173;7066;2013;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;7500.0;4;0.0;0;06901;1988.0;0
3174;2999;2012;0.0;0;V;V;V;V;V;V;V;V;V;V;V;V;V;base;2;188.0;3;0.0;0;33063;1965.1201847262896;0
3175;16358;2013;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;1;579.0;2;0.0;3;64102;2009.0;0
3176;16633;2013;1.0;0;V;N;2;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;pi;1;1200.0;2;0.3;4;30189;1974.0;0
3177;15714;2015;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;effpi;1;530.0;1;0.3;4;05133;1999.0;0
3178;8663;2015;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;pi;2;500.0;2;0.0;4;68249;1985.0;0
3179;8561;2016;0.99726776;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;effpi;2;1340.0;4;0.0;3;06029;1945.0;0
3180;3254;2013;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;3000.0;1;0.0;0;05177;1980.0;0
3181;16516;2016;0.967213115;1;V;N;2;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;effpi;2;3933.0;2;0.0;5;69266;2009.0;0
3182;4487;2012;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;949.0;4;0.0;0;75115;1965.1201847262896;0
3183;13276;2013;0.934246575;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;1;391.0;2;0.3;3;64122;1910.0;0
3184;674;2013;1.0;1;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;410.0;4;0.0;0;75119;1965.1201847262896;0
3185;12996;2013;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1728.0;1;0.0;0;05161;1988.0;0
3186;16018;2016;0.99726776;1;V;N;1;O;1;O;N;N;N;O;AUTRE;IDENTIQUE;V;pi;2;1205.0;4;0.0;6;75115;1910.0;0
3187;602;2012;0.540983607;1;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;960.0;1;0.0;0;91345;1965.1201847262896;0
3188;13221;2016;0.994535519;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1100.0;2;0.0;0;67180;1988.0;0
3189;1159;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;6320.0;1;0.0;0;86194;1980.0;1
3190;673;2016;0.99726776;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1500.0;3;0.0;0;38185;1980.0;0
3191;9859;2015;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;1000.0;2;1.0;3;83090;1930.0;1
3192;3785;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;141.0;3;0.0;0;93055;1965.1201847262896;0
3193;13691;2013;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;140.0;3;0.0;0;33063;1960.0;0
3194;6275;2014;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;4200.0;2;0.0;0;13202;1960.0;0
3195;4956;2015;1.0;1;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;473.0;2;0.0;0;69388;1960.0;0
3196;13201;2016;0.99726776;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;3496.0;2;0.0;0;64102;1988.0;0
3197;10426;2014;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;740.0;2;0.6;5;80021;1950.0;0
3198;10012;2012;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;1090.0;2;0.6;5;26220;1960.0;0
3199;14429;2013;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;830.0;2;0.0;0;67261;1960.0;0
3200;272;2016;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;pi;1;800.0;2;0.6;6;13201;1940.0;0
3201;1218;2014;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;pi;2;657.0;2;0.0;3;62193;1989.0;0
3202;16146;2014;1.0;1;V;N;1;O;1;O;N;O;O;O;AUTRE;IDENTIQUE;V;pi;2;1260.0;4;0.0;6;75107;1890.0;1
3203;3334;2013;1.0;0;V;N;3;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;950.0;2;0.0;4;64122;1999.0;0
3204;16917;2016;0.99726776;1;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;6950.0;1;0.0;3;74087;2010.0;1
3205;17368;2015;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;700.0;2;0.3;2;13204;1942.0;0
3206;5099;2013;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2000.0;2;0.0;0;34172;1980.0;0
3207;11658;2012;1.0;0;V;N;2;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;2400.0;2;0.0;5;80228;1974.0;1
3208;13088;2014;0.695890411;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;4500.0;2;0.0;0;42218;1988.0;1
3209;4182;2013;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;735.0;3;0.0;0;92004;1960.0;0
3210;7739;2012;0.49726776;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;720.0;4;0.0;0;75111;1960.0;0
3211;2086;2016;1.0;1;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;4875.0;4;0.0;0;06123;1980.0;0
3212;9637;2013;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1500.0;2;0.0;0;13202;1960.0;1
3213;8269;2014;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1620.0;3;0.0;0;2B033;1965.1201847262896;0
3214;393;2015;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;660.0;4;0.0;5;06069;1949.0;1
3215;16183;2016;0.967213115;1;V;N;1;O;1;O;N;O;N;O;AUTRE;IDENTIQUE;V;base;2;1210.0;1;0.6;3;33018;1600.0;0
3216;4496;2015;0.052054795;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2880.0;1;0.0;0;88158;1980.0;0
3217;10730;2013;0.77260274;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;250.0;2;0.0;0;30133;1980.0;0
3218;5248;2012;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;10000.0;3;0.0;0;83137;1980.0;1
3219;1001;2013;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;V;base;2;990.0;2;0.0;0;30189;1965.1201847262896;0
3220;10515;2014;1.0;0;V;N;1;O;1;O;N;O;O;N;AUTRE;IDENTIQUE;V;effpi;2;2255.0;2;0.0;5;13206;1950.0;0
3221;5477;2014;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;pi;2;240.0;2;0.0;3;64249;1950.0;0
3222;19444;2015;0.745205479;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;effpi;2;555.0;2;0.6;2;31157;2014.0;0
3223;3494;2013;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;355.0;3;0.0;0;83137;1980.0;0
3224;12183;2016;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;566.0;2;0.0;0;13206;1960.0;0
3225;3488;2016;0.193989071;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;pi;2;1265.0;1;0.3;4;44003;1850.0;0
3226;11809;2015;1.0;0;V;N;2;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;eff;2;1630.0;2;0.0;4;83062;2006.0;0
3227;9720;2015;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;680.0;2;0.0;0;13208;1960.0;1
3228;14992;2016;0.99726776;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;520.0;3;0.0;0;94015;1960.0;0
3229;3508;2012;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2425.0;1;0.0;0;53130;1980.0;0
3230;11669;2016;0.99726776;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;450.0;3;0.0;0;93048;1960.0;0
3231;13964;2015;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;1200.0;1;0.0;5;63075;1960.0;0
3232;9108;2012;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;350.0;3;0.0;0;59350;1965.1201847262896;0
3233;19313;2013;0.189041096;0;V;N;2;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;V;2;2363.0;2;0.0;4;83009;2013.0;0
3234;14546;2016;0.99726776;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;705.0;3;0.0;0;92026;1960.0;0
3235;10667;2013;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;800.0;2;0.0;0;13206;1980.0;0
3236;13582;2012;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1400.0;1;0.0;0;87085;1960.0;0
3237;10246;2012;1.0;0;V;N;2;O;1;O;N;O;O;N;AUTRE;IDENTIQUE;V;pi;1;1470.0;2;0.6;6;78361;1980.0;0
3238;617;2012;1.0;1;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1500.0;4;0.0;0;75114;1965.1201847262896;0
3239;8087;2014;1.0;0;V;N;3;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;pi;2;2322.0;2;0.0;4;62516;1999.0;0
3240;4737;2012;0.81147541;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2700.0;3;0.0;0;94002;1988.0;1
3241;18242;2013;1.0;1;V;N;2;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;900.0;4;0.0;9;75114;1990.0;0
3242;8987;2013;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;180.0;3;0.0;2;92036;1900.0;0
3243;6920;2013;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;350.0;1;0.0;0;50218;1960.0;0
3244;8226;2014;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1335.0;3;0.0;0;2B042;1965.1201847262896;0
3245;15961;2014;1.0;0;V;N;2;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;4930.0;2;0.0;5;63113;1994.0;1
3246;13799;2016;0.084699454;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;3420.0;2;0.0;0;77268;1988.0;0
3247;1147;2014;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;455.0;2;0.0;0;56258;1980.0;0
3248;4573;2015;1.0;1;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;400.0;3;0.0;0;94046;1965.1201847262896;0
3249;8182;2015;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2400.0;3;0.0;0;2B033;1965.1201847262896;1
3250;5468;2015;1.0;1;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;400.0;4;0.0;0;75105;1960.0;1
3251;5833;2013;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;842.0;1;0.0;0;42095;1960.0;0
3252;18319;2016;0.99726776;1;V;N;1;O;1;O;N;N;O;O;AUTRE;IDENTIQUE;V;base;2;1700.0;4;0.0;5;75115;1896.0;0
3253;19958;2016;0.144808743;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;1;420.0;4;0.6;4;75116;1930.0;0
3254;11048;2015;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;4060.0;1;0.0;0;74278;1988.0;0
3255;7589;2016;0.330601093;0;V;N;2;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;2719.0;2;0.6;6;26362;1961.0;0
3256;18175;2015;1.0;1;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;350.0;3;0.6;5;83137;1920.0;0
3257;15066;2016;0.99726776;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1784.0;2;0.0;0;83061;1988.0;0
3258;15460;2012;1.0;1;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;effpi;2;1347.0;2;0.0;2;26058;2009.0;0
3259;8782;2013;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;448.0;4;0.0;0;06088;1965.1201847262896;0
3260;575;2012;1.0;1;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;189.0;1;0.0;0;12176;1960.0;0
3261;18789;2014;1.0;1;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;2200.0;2;0.0;6;31555;1988.0;0
3262;18412;2015;1.0;1;V;N;3;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;2930.0;3;0.6;4;94016;1950.0;1
3263;2550;2014;1.0;0;V;N;3;O;1;O;N;N;N;O;AUTRE;IDENTIQUE;V;eff;1;600.0;1;0.0;3;74236;1947.0;0
3264;10251;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;260.0;2;0.0;0;34032;1960.0;0
3265;3281;2016;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;5875.0;1;0.0;0;43157;1980.0;0
3266;2285;2015;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;280.0;2;0.0;0;66037;1960.0;0
3267;2795;2015;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;4918.0;2;0.0;0;68278;1980.0;1
3268;2963;2016;0.99726776;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;1248.0;4;0.0;5;06088;1950.0;1
3269;13287;2014;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;900.0;2;0.0;0;64122;1980.0;0
3270;13934;2015;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;3900.0;1;0.0;0;13106;1980.0;0
3271;18715;2014;1.0;0;V;N;2;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;925.0;2;0.3;2;30133;1988.0;0
3272;15444;2012;1.0;0;V;N;3;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;pi;2;1150.0;2;0.0;4;66164;1960.0;0
3273;3367;2012;1.0;1;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1065.0;1;0.0;0;55029;1960.0;0
3274;3332;2016;0.99726776;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;480.0;2;0.6;4;62826;1960.0;0
3275;15753;2012;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;1;450.0;2;0.6;4;31555;1970.0;0
3276;2150;2015;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;1;580.0;2;0.0;3;83118;1936.0;0
3277;2998;2012;1.0;1;V;N;2;O;1;O;N;O;O;N;AUTRE;IDENTIQUE;V;pi;2;4895.0;1;0.0;7;74010;1980.0;1
3278;13087;2015;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;3200.0;2;0.0;0;26198;1960.0;0
3279;2255;2013;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;1700.0;2;0.0;4;34172;1970.0;0
3280;17946;2013;0.210958904;1;V;N;2;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;pi;2;410.0;3;0.0;4;33063;1970.0;0
3281;10949;2013;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;800.0;3;0.0;0;83137;1960.0;0
3282;18457;2016;0.99726776;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;500.0;1;0.0;4;42305;2000.0;0
3283;11275;2013;1.0;1;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;effpi;2;240.0;4;0.0;3;06029;2005.0;0
3284;2412;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;743.0;1;0.0;0;13005;1960.0;0
3285;8636;2013;0.079452055;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;165.0;2;0.0;0;57022;1965.1201847262896;0
3286;1174;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;300.0;1;0.0;0;86194;1980.0;0
3287;18750;2014;1.0;1;V;N;2;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;effpi;2;2414.0;2;0.0;4;69244;2012.0;0
